continent,location,iso_code,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Oceania,Nauru,NRU,2023-01-07,4621.0,0.0,0.0,1.0,0.0,0.0,364116.303,0.0,0.0,78.796,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,25172.0,11522.0,8585.0,5065.0,168.0,12.0,198.35,90.79,67.65,39.91,946.0,10.0,0.079,,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,12691.0,,,,
Oceania,New Caledonia,NCL,2023-01-07,79742.0,136.0,43.0,314.0,0.0,0.0,275011.295,469.032,148.297,1082.912,0.0,0.0,,,,,,,,,,,,,,,,,,,478127.0,192206.0,184645.0,101276.0,,508.0,164.89,66.29,63.68,34.93,1752.0,33.0,0.011,,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,289959.0,205.4,6.19,11.02,708.376011780976
Oceania,New Zealand,NZL,2023-01-07,2117738.0,14.0,3269.0,2331.0,0.0,0.0,408412.723,2.7,630.437,449.541,0.0,0.0,0.01,,,,,,,,,7264156.0,1761.0,1416.09,0.343,3141.0,0.612,,,tests performed,11916168.0,4299152.0,4137155.0,3479861.0,2525.0,2113.0,229.81,82.91,79.79,67.11,407.0,28.0,0.001,11.11,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289.0,-714.600000000002,-0.69,-8.38,-137.812955073478
Oceania,Niue,NIU,2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.0,1636.0,1634.0,1224.0,,67.0,252.05,83.81,83.71,62.7,34324.0,29.0,1.486,,,,,,,,,,,,,,73.71,,1952.0,,,,
Oceania,Northern Mariana Islands,MNP,2021-12-04,,,,,,,,,,,,,,,,,,,,,,59110.0,7.0,1194.6,0.141,23.0,0.465,0.701,1.4,tests performed,,,,,,,,,,,,,,,119.878,,,,,,194.994,,,,,,76.74,,49574.0,,,,
Oceania,Palau,PLW,2023-01-07,5976.0,0.0,0.714,9.0,0.0,0.0,330457.863,0.0,39.498,497.678,0.0,0.0,0.35,,,,,,,,,59627.0,,3308.2,,116.0,6.436,0.0345,29.0,tests performed,,,,,,,,,,,,,,,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,18084.0,,,,
Oceania,Papua New Guinea,PNG,2023-01-07,46663.0,0.0,0.0,669.0,0.0,0.0,4600.683,0.0,0.0,65.959,0.0,0.0,0.55,,,,,,,,,249149.0,,25.042,,,,,,people tested,711981.0,369998.0,309599.0,32384.0,,391.0,7.02,3.65,3.05,0.32,39.0,170.0,0.002,0.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,10142625.0,,,,
Oceania,Pitcairn,PCN,2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,47.0,47.0,23.0,,0.0,248.94,100.0,100.0,48.94,0.0,0.0,0.0,,,,,,,,,,,,,,,,47.0,,,,
Oceania,Samoa,WSM,2023-01-07,15991.0,0.0,1.286,29.0,0.0,0.0,71905.212,0.0,5.781,130.402,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,526775.0,231546.0,215077.0,79061.0,,2785.0,236.87,104.12,96.71,35.55,12523.0,1443.0,0.649,,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,222390.0,,,,
Oceania,Solomon Islands,SLB,2023-01-07,24575.0,0.0,0.0,153.0,0.0,0.0,33930.623,0.0,0.0,211.247,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,625956.0,343821.0,254352.0,27783.0,,11404.0,86.43,47.47,35.12,3.84,15745.0,3979.0,0.549,30.46,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,724272.0,,,,
Oceania,Tokelau,TKL,2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374.0,2203.0,2203.0,968.0,,34.0,283.89,116.38,116.38,51.14,17961.0,17.0,0.898,,,,,,,,,,,,,,81.86,,1893.0,,,,
Oceania,Tonga,TON,2023-01-07,16487.0,0.0,39.429,12.0,0.0,0.0,154275.876,0.0,368.95,112.289,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,207744.0,91949.0,77464.0,38331.0,,139.0,194.39,86.04,72.49,35.87,1301.0,79.0,0.074,16.18,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,106867.0,,,,
Oceania,Tuvalu,TUV,2023-01-07,2805.0,0.0,0.0,,,,247463.608,0.0,0.0,,,,0.02,,,,,,,,,,,,,,,,,,25591.0,9603.0,9322.0,5528.0,,45.0,225.77,84.72,82.24,48.77,3970.0,4.0,0.035,,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,11335.0,,,,
Oceania,Vanuatu,VUT,2023-01-07,12014.0,0.0,0.143,14.0,0.0,0.0,36768.847,0.0,0.437,42.847,0.0,0.0,0.02,,,,,,,,,11989.0,,37.567,,76.0,0.238,0.0132,76.0,people tested,293584.0,144824.0,131697.0,16996.0,,68.0,89.85,44.32,40.31,5.2,208.0,25.0,0.008,11.11,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,326744.0,,,,
Oceania,Wallis and Futuna,WLF,2023-01-07,3427.0,0.0,1.714,7.0,0.0,0.0,295532.942,0.0,147.834,603.656,0.0,0.0,,,,,,,,,,,,,,,,,,,17959.0,7136.0,6794.0,3742.0,,168.0,154.87,61.54,58.59,32.27,14488.0,3.0,0.026,,,,,,,,,,,,,,79.94,,11596.0,,,,
South America,Argentina,ARG,2023-01-07,9963697.0,72558.0,10365.429,130171.0,47.0,6.714,218932.676,1594.32,227.76,2860.252,1.033,0.148,0.09,372.0,8.174,,,,,,,36663990.0,6236.0,809.775,0.138,36366.0,0.803,0.287,3.5,tests performed,113069812.0,41415192.0,37925282.0,34051337.0,30.0,61486.0,248.45,91.0,83.33,74.82,1351.0,1030.0,0.002,13.44,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,34735.2,10.17,17.97,763.237809513288
South America,Bolivia,BOL,2023-01-07,1168711.0,1686.0,1793.429,22315.0,0.0,2.286,95607.011,137.924,146.712,1825.49,0.0,0.187,1.43,19.0,1.554,102.0,8.344,,,,,4440371.0,6982.0,367.596,0.578,6277.0,0.52,0.0726,13.8,tests performed,14690530.0,7361008.0,6160585.0,2167589.0,3953.0,2741.0,120.18,60.22,50.4,17.73,224.0,508.0,0.004,25.46,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114.0,58269.5,52.65,112.7,4766.7667366322
South America,Brazil,BRA,2023-01-07,36477214.0,54076.0,20847.571,694779.0,368.0,132.286,169414.427,251.15,96.824,3226.825,1.709,0.614,1.05,,,,,,,,,70923215.0,126242.0,330.912,0.589,121418.0,0.567,,,tests performed,482292286.0,188815642.0,175274334.0,123944826.0,46816.0,279768.0,224.0,87.69,81.4,57.56,1299.0,37387.0,0.017,22.22,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,824552.1,21.03,2.78,3829.54196871925
South America,Chile,CHL,2023-01-07,5062734.0,4419.0,3601.0,63330.0,30.0,22.571,258253.529,225.416,183.689,3230.507,1.53,1.151,1.1,118.0,6.019,,,44.0,2.244,513.0,26.168,39773213.0,58711.0,2040.365,3.012,67521.0,3.464,0.1502,6.7,tests performed,62627328.0,18083297.0,17696102.0,27422645.0,1178.0,751.0,319.47,92.24,90.27,139.88,38.0,70.0,0.0,13.89,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736.0,59526.6,17.82,17.48,3036.49263589348
South America,Colombia,COL,2023-01-07,6343020.0,6360.0,908.571,141959.0,78.0,11.143,122277.375,122.605,17.515,2736.61,1.504,0.215,0.0,,,,,,,,,35241195.0,9497.0,684.075,0.184,18395.0,0.357,0.085,11.8,tests performed,89787647.0,42909220.0,36879309.0,14521436.0,18933.0,7611.0,173.09,82.72,71.09,27.99,147.0,1075.0,0.002,19.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028.0,189059.8,26.06,-0.81,3644.59455510183
South America,Ecuador,ECU,2023-01-07,1040463.0,0.0,0.0,35940.0,0.0,0.0,57800.282,0.0,0.0,1996.556,0.0,0.0,0.22,,,,,,,,,2870685.0,2817.0,161.295,0.158,4020.0,0.226,0.271,3.7,people tested,39320580.0,15317477.0,14216691.0,10351602.0,17589.0,2012.0,218.44,85.09,78.98,57.51,112.0,131.0,0.001,14.81,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,18001002.0,76403.3,33.46,10.16,4244.39150665058
South America,Falkland Islands,FLK,2023-01-07,1930.0,0.0,0.0,,,,507761.115,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,4407.0,2632.0,1775.0,,,12.0,115.94,69.24,46.7,,3157.0,4.0,0.105,,,,,,,,,,,,,,81.44,,3801.0,,,,
South America,Guyana,GUY,2023-01-07,72397.0,136.0,50.0,1290.0,0.0,0.571,89519.702,168.166,61.826,1595.099,0.0,0.707,1.05,,,,,,,,,442695.0,,550.228,,2771.0,3.444,0.3388,3.0,tests performed,953690.0,493404.0,380118.0,80168.0,58394.0,0.0,117.92,61.01,47.0,9.91,0.0,0.0,0.0,18.52,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,808727.0,,,,
South America,Paraguay,PRY,2023-01-07,798231.0,6016.0,859.429,19716.0,28.0,4.0,117720.251,887.218,126.745,2907.645,4.129,0.59,0.34,,,,,,,,,2609819.0,1757.0,389.304,0.262,1763.0,0.263,0.0654,15.3,tests performed,9492529.0,3975338.0,3530179.0,1987012.0,33555.0,320.0,139.99,58.63,52.06,29.3,47.0,0.0,0.0,11.11,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,6780745.0,25028.2,25.27,-15.52,3691.06934415024
South America,Peru,PER,2023-01-07,4466331.0,6231.0,1476.286,218356.0,52.0,22.143,131171.367,182.998,43.357,6412.882,1.527,0.65,0.64,,,,,,,,,28971116.0,,859.283,,49170.0,1.458,0.009,111.1,tests performed,86721104.0,30214524.0,28433950.0,28072630.0,3142.0,5006.0,254.69,88.74,83.51,82.45,147.0,706.0,0.002,11.11,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,34049588.0,186398.5,40.92,-4.65,5474.32468199028
South America,Suriname,SUR,2023-01-07,82020.0,439.0,62.714,1398.0,0.0,0.714,132708.569,710.303,101.472,2261.968,0.0,1.156,-0.0,,,,,,,,,84184.0,165.0,137.335,0.269,24.0,0.039,0.491,2.0,tests performed,505699.0,267820.0,237879.0,48889.0,398.0,14.0,81.82,43.33,38.49,7.91,23.0,6.0,0.001,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046.0,48.2,1.23,14.57,77.9877225966999
South America,Uruguay,URY,2023-01-07,1020161.0,8173.0,1167.571,7570.0,0.0,1.143,298049.022,2387.814,341.116,2211.642,0.0,0.334,1.1,,,,,,,,,6086835.0,2072.0,1776.525,0.605,3188.0,0.93,0.0836,12.0,people tested,8832620.0,3004604.0,2896924.0,2931092.0,3070.0,8223.0,258.05,87.78,84.64,85.63,2402.0,50.0,0.001,13.89,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,3422796.0,6610.5,6.41,-1.65,1931.31580146757
South America,Venezuela,VEN,2023-01-07,550716.0,0.0,27.714,5832.0,0.0,0.0,19458.76,0.0,0.979,206.065,0.0,0.0,1.05,,,,,,,,,,,,,,,,,,37860994.0,22157232.0,14966671.0,651502.0,,0.0,133.78,78.29,52.88,2.3,0.0,0.0,0.0,13.89,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,28301700.0,,,,
