continent,location,iso_code,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Asia,Taiwan,TWN,2023-01-07,9031781.0,24410.0,26345.857,15506.0,61.0,36.143,378003.236,1021.621,1102.642,648.966,2.553,1.513,1.17,,,,,,,,,13021521.0,64492.0,545.749,2.703,66864.0,2.802,0.7838,1.3,people tested,64721772.0,21829864.0,20627469.0,22264439.0,48723.0,37674.0,270.88,91.36,86.33,93.18,1577.0,785.0,0.003,21.3,,42.2,,8.353,,,103.957,,,,,,80.46,,23893396.0,17385.3,3.29,21.39,727.619464390914
Asia,Tajikistan,TJK,2023-01-07,17786.0,0.0,0.0,125.0,0.0,0.0,1787.037,0.0,0.0,12.559,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,18871161.0,5311967.0,5170582.0,5200841.0,113265.0,32665.0,189.61,53.37,51.95,52.26,3282.0,277.0,0.003,8.33,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,9952789.0,9879.4,30.17,0.38,992.626287968126
Asia,Thailand,THA,2023-01-07,4723618.0,1810.0,258.571,33650.0,56.0,8.0,65883.041,25.245,3.606,469.336,0.781,0.112,1.37,,,,,,,,,24733803.0,7706.0,345.439,0.108,11151.0,0.156,0.3146,3.2,tests performed,142635014.0,57005497.0,53486086.0,32143431.0,34265.0,18484.0,198.94,79.51,74.6,44.83,258.0,1470.0,0.002,5.56,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,71697024.0,140635.3,9.57,18.07,1961.52214072372
Asia,Timor,TLS,2023-01-07,23402.0,0.0,2.286,138.0,0.0,0.0,17447.279,0.0,1.704,102.885,0.0,0.0,0.21,,,,,,,,,264839.0,504.0,200.493,0.382,145.0,0.11,0.0039,253.9,tests performed,1977638.0,877982.0,788452.0,311204.0,7881.0,1851.0,147.44,65.46,58.78,23.2,1380.0,311.0,0.023,20.6,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,1341298.0,,,,
Asia,Turkey,TUR,2023-01-07,17042722.0,123084.0,17583.429,101492.0,289.0,41.286,199700.876,1442.257,206.037,1189.249,3.386,0.484,-0.01,,,,,,,,,163164533.0,128854.0,1924.668,1.52,134604.0,1.588,0.0077,130.4,tests performed,152543341.0,57941051.0,53176961.0,41425329.0,5221.0,3252.0,178.75,67.89,62.31,48.54,38.0,203.0,0.0,11.11,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,85341248.0,,,,
Asia,Turkmenistan,TKM,2022-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13514000.0,3728000.0,3689000.0,3340000.0,,35022.0,210.15,57.97,57.36,51.94,5446.0,4165.0,0.065,,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100.0,7.4,68.19,0.715,6430777.0,,,,
Asia,United Arab Emirates,ARE,2023-01-07,1047371.0,0.0,51.857,2348.0,0.0,0.0,110936.944,0.0,5.493,248.699,0.0,0.0,0.97,,,,,,,,,168522672.0,325016.0,17994.67,34.705,313964.0,33.525,0.0049,205.6,tests performed,24922054.0,9991089.0,9792266.0,5138699.0,6152.0,848.0,263.97,105.83,103.72,54.43,90.0,0.0,0.0,13.89,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,9441138.0,,,,
Asia,Uzbekistan,UZB,2023-01-07,249867.0,0.0,92.857,1637.0,0.0,0.0,7215.824,0.0,2.682,47.274,0.0,0.0,0.12,,,,,,,,,,,,,,,,,,71888007.0,21283789.0,17707137.0,14721017.0,145313.0,28363.0,207.6,61.46,51.14,42.51,819.0,874.0,0.003,5.56,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,34627648.0,52226.9,12.19,21.81,1508.24277756318
Asia,Vietnam,VNM,2023-01-07,11525711.0,65.0,68.571,43186.0,0.0,0.0,117385.478,0.662,0.698,439.835,0.0,0.0,0.63,,,,,,,,,85824349.0,56715.0,880.538,0.582,620.0,0.006,0.9523,1.1,people tested,265114272.0,90399369.0,85553108.0,57426889.0,66330.0,34168.0,270.01,92.07,87.13,58.49,348.0,3576.0,0.004,23.15,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,98186856.0,,,,
Asia,Yemen,YEM,2023-01-07,11945.0,0.0,0.0,2159.0,0.0,0.0,354.487,0.0,0.0,64.072,0.0,0.0,0.0,,,,,,,,,336937.0,,10.216,,84.0,0.003,0.0,587.4,tests performed,1238962.0,1003208.0,757050.0,59240.0,,2241.0,3.68,2.98,2.25,0.18,67.0,0.0,0.0,5.56,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,33696612.0,,,,
Europe,Albania,ALB,2023-01-07,333916.0,29.0,15.714,3596.0,0.0,0.143,117480.169,10.203,5.529,1265.165,0.0,0.05,0.88,,,,,,,,,1613870.0,957.0,565.336,0.335,375.0,0.131,0.4263,2.3,tests performed,3025728.0,1342243.0,1270016.0,377057.0,2541.0,592.0,106.45,47.22,44.68,13.27,208.0,59.0,0.002,11.11,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,2842318.0,16360.9,27.36,-16.11,5756.18210207303
Europe,Andorra,AND,2023-01-07,47781.0,0.0,4.286,165.0,0.0,0.0,598436.932,0.0,53.677,2066.556,0.0,0.0,0.84,,,,,,,,,300307.0,,3799.719,,91.0,1.151,0.7049,1.4,tests performed,154367.0,57901.0,53485.0,42981.0,1973.0,2.0,193.34,72.52,66.99,53.83,25.0,0.0,0.0,5.56,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,79843.0,89.6,27.2,31.41,1122.20232205704
Europe,Austria,AUT,2023-01-07,5724215.0,1641.0,2731.714,21484.0,2.0,5.857,640319.938,183.565,305.574,2403.235,0.224,0.655,0.87,73.0,8.166,1163.0,130.095,,,,,189791719.0,97659.0,21272.133,10.946,86208.0,9.662,0.0809,12.4,tests performed,20263306.0,6895915.0,6822860.0,6733783.0,9381.0,6753.0,226.67,77.14,76.32,75.33,755.0,63.0,0.001,35.19,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,21457.8,8.86,15.57,2400.304174105
Europe,Belarus,BLR,2023-01-07,994037.0,0.0,0.0,7118.0,0.0,0.0,104251.871,0.0,0.0,746.516,0.0,0.0,-0.0,,,,,,,,,13220483.0,9650.0,1380.273,1.007,7068.0,0.738,0.0404,24.8,tests performed,17358735.0,6518021.0,6403134.0,4612801.0,,40085.0,182.05,68.36,67.15,48.38,4204.0,39.0,0.0,5.56,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,9534956.0,31222.4,20.4,1.61,3274.51956778825
Europe,Belgium,BEL,2023-01-07,4682234.0,13986.0,1998.0,33395.0,167.0,23.857,401704.267,1199.905,171.415,2865.067,14.327,2.047,0.63,100.0,8.579,1506.0,129.205,,,671.0,57.567,34315605.0,4743.0,2955.332,0.408,11433.0,0.985,0.26,3.8,tests performed,29586778.0,9264241.0,9166940.0,11586172.0,1037.0,706.0,253.83,79.48,78.65,99.4,61.0,20.0,0.0,14.81,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923.0,25293.1,8.01,-1.2,2169.97830201864
Europe,Bosnia and Herzegovina,BIH,2023-01-07,401083.0,0.0,13.0,16234.0,0.0,1.0,124038.744,0.0,4.02,5020.519,0.0,0.309,0.87,,,,,,,,,1499302.0,4188.0,458.37,1.28,3502.0,1.071,0.227,4.4,tests performed,1924950.0,943394.0,846080.0,120530.0,66884.0,4315.0,59.53,29.18,26.17,3.73,1334.0,954.0,0.03,25.93,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,3233530.0,22969.7,23.2,16.87,7103.59885326563
Europe,Bulgaria,BGR,2023-01-07,1293216.0,74.0,158.857,38122.0,0.0,2.0,190684.839,10.911,23.424,5621.093,0.0,0.295,0.82,32.0,4.718,387.0,57.063,,,,,10080207.0,4881.0,1463.898,0.709,3104.0,0.451,0.0777,12.9,tests performed,4603854.0,2104752.0,2074968.0,768430.0,8.0,118.0,67.88,31.03,30.6,11.33,17.0,19.0,0.0,11.11,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6781955.0,68089.7,22.21,0.11,10039.8336467877
Europe,Croatia,HRV,2023-01-07,1265333.0,46.0,204.571,17669.0,9.0,10.429,313950.289,11.413,50.758,4383.975,2.233,2.588,1.03,,,587.0,145.645,,,515.0,127.838,4922712.0,5587.0,1212.45,1.376,1521.0,0.375,0.2167,4.6,people tested,5355113.0,2320717.0,2250609.0,594785.0,3.0,166.0,132.87,57.58,55.84,14.76,41.0,7.0,0.0,11.11,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,4030361.0,21951.5,14.98,-4.7,5446.53444195197
Europe,Cyprus,CYP,2023-01-07,634709.0,3598.0,514.0,1262.0,0.0,0.571,708375.046,4015.594,573.656,1408.471,0.0,0.638,1.28,2.0,2.232,77.0,85.937,1.0,1.116,57.0,63.616,29501771.0,67206.0,32925.826,75.006,67201.0,75.001,0.0256,39.1,tests performed,1797542.0,670969.0,646021.0,480552.0,1437.0,35.0,200.62,74.88,72.1,53.63,39.0,12.0,0.001,11.11,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007.0,1902.5,10.57,15.88,2123.3093045032
Europe,Czechia,CZE,2023-01-07,4582860.0,375.0,426.429,42196.0,10.0,9.286,436712.823,35.735,40.636,4020.968,0.953,0.885,0.71,43.0,4.098,446.0,42.501,41.0,3.907,549.0,52.316,54587458.0,4000.0,5193.488,0.381,3708.0,0.353,0.111,9.0,tests performed,18594754.0,6976184.0,6892020.0,5137978.0,172.0,682.0,177.19,66.48,65.68,48.96,65.0,19.0,0.0,11.11,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990.0,43855.3,13.54,2.99,4179.0872680458
Europe,Denmark,DNK,2023-01-07,3393890.0,563.0,1150.571,7889.0,13.0,18.714,576970.514,95.712,195.6,1341.151,2.21,3.181,0.73,14.0,2.38,594.0,100.982,,,706.0,120.022,64649913.0,7934.0,11043.263,1.355,7179.0,1.226,0.194,5.2,tests performed,13167977.0,4795493.0,4760067.0,3658471.0,101.0,67.0,223.86,81.52,80.92,62.2,11.0,7.0,0.0,11.11,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259.0,3375.1,2.06,5.58,573.776163205326
Europe,England,OWID_ENG,2023-01-04,,,,,,,,,,,,,,212.0,3.749,9332.0,165.022,,,6967.0,123.201,,,,,,,,,,144310225.0,45381902.0,42887958.0,63745083.0,198.0,6623.0,255.19,80.25,75.84,112.72,117.0,410.0,0.001,,,,,,,,,,,,,,,,56550000.0,,,,
Europe,Estonia,EST,2023-01-07,612451.0,560.0,80.0,2872.0,18.0,5.0,461856.29,422.302,60.329,2165.808,13.574,3.771,1.29,9.0,6.787,282.0,212.659,2.0,1.504,259.0,195.479,3425068.0,1246.0,2577.757,0.938,993.0,0.747,0.1183,8.5,tests performed,2101596.0,868574.0,848136.0,590756.0,151.0,162.0,158.48,65.5,63.96,44.55,122.0,9.0,0.001,11.11,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,4596.5,10.12,6.81,3466.273121056
Europe,Faeroe Islands,FRO,2023-01-07,34658.0,0.0,0.0,28.0,0.0,0.0,652484.139,0.0,0.0,527.138,0.0,0.0,,,,,,,,,,777845.0,391.0,14707.401,7.393,539.0,10.191,0.6621,1.5,people tested,103894.0,41715.0,40895.0,21284.0,42.0,26.0,195.59,78.53,76.99,40.07,489.0,2.0,0.004,11.11,35.308,,,,,,,,,,,,80.67,,53117.0,-20.0,-1.63,-14.45,-376.527288815257
Europe,Finland,FIN,2023-01-07,1446397.0,8192.0,1170.286,8263.0,330.0,47.143,261047.386,1478.502,211.215,1491.316,59.559,8.508,0.12,17.0,3.068,930.0,167.847,,,,,11038890.0,4591.0,1994.022,0.829,4001.0,0.723,0.331,3.0,tests performed,13155024.0,4524275.0,4347467.0,4283282.0,5922.0,850.0,237.42,81.65,78.46,77.31,153.0,4.0,0.0,18.52,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745.0,8540.4,5.42,11.7,1541.38116805592
Europe,France,FRA,2023-01-07,39432196.0,10383.0,14017.571,162719.0,0.0,98.286,581484.317,153.112,206.709,2399.525,0.0,1.449,0.74,1352.0,19.937,22664.0,334.213,676.0,9.969,6153.0,90.735,278234000.0,179427.0,4126.754,2.661,201691.0,2.991,0.227,4.4,people tested,153563470.0,54632622.0,53136815.0,46876001.0,47109.0,25825.0,226.45,80.56,78.36,69.13,381.0,372.0,0.001,11.11,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,101971.9,5.81,-8.67,1503.72200020645
Europe,Germany,DEU,2023-01-07,37509539.0,13169.0,19953.429,162688.0,170.0,174.714,449917.368,157.959,239.336,1951.401,2.039,2.096,1.18,1276.0,15.305,,,996.0,11.947,6497.0,77.93,131286804.0,,1574.021,,88471.0,1.061,0.418,2.4,tests performed,190503164.0,64850275.0,63538162.0,64408836.0,8645.0,6594.0,228.5,77.79,76.21,77.26,79.0,99.0,0.0,14.81,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,83369840.0,151561.1,5.41,13.33,1817.93679824742
Europe,Gibraltar,GIB,2023-01-07,20342.0,0.0,9.571,111.0,0.0,0.143,622517.367,0.0,292.91,3396.885,0.0,4.372,,,,,,,,,,533268.0,514.0,16322.865,15.733,553.0,16.927,0.0858,11.7,tests performed,132810.0,42175.0,41465.0,49170.0,202.0,54.0,406.43,129.07,126.89,150.47,1653.0,0.0,0.0,,3457.1,,,,,,,,,,,,79.93,,32677.0,19.6,5.77,157.23,599.810264100132
Europe,Greece,GRC,2023-01-07,5548487.0,0.0,0.0,34779.0,0.0,0.0,534280.401,0.0,0.0,3348.974,0.0,0.0,0.29,,,,,43.0,4.12,1312.0,126.327,84483362.0,73217.0,8088.12,7.01,95227.0,9.117,0.0827,12.1,samples tested,22030879.0,7932558.0,7643032.0,7033731.0,66.0,1964.0,212.14,76.38,73.6,67.73,189.0,23.0,0.0,14.81,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,37000.2,10.32,5.22,3562.8598709751
Europe,Guernsey,GGY,2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178525.0,54223.0,52710.0,69339.0,754.0,91.0,281.9,85.62,83.23,109.49,1437.0,0.0,0.0,,,,,,,,,,,,,,,,63329.0,,,,
Europe,Hungary,HUN,2023-01-07,2188737.0,2921.0,417.286,48546.0,51.0,7.286,219591.677,293.058,41.865,4870.525,5.117,0.731,0.93,,,1499.0,150.392,,,,,10943720.0,39094.0,1127.081,4.026,4344.0,0.447,0.2219,4.5,tests performed,16701238.0,6420813.0,6207249.0,4316982.0,93527.0,821.0,167.56,64.42,62.28,43.31,82.0,16.0,0.0,5.56,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304.0,40047.6,10.7,-1.43,4017.89691575576
Europe,Iceland,ISL,2023-01-07,208298.0,324.0,46.286,229.0,0.0,0.0,558584.94,868.859,124.123,614.101,0.0,0.0,0.02,1.0,2.682,20.0,53.633,,,14.0,37.962,1373785.0,632.0,3709.574,1.707,460.0,1.242,,,tests performed,805469.0,309770.0,290193.0,250542.0,1925.0,61.0,216.0,83.07,77.82,67.19,164.0,10.0,0.003,5.56,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903.0,357.5,5.45,-13.15,958.694352150559
Europe,Ireland,IRL,2023-01-07,1693847.0,6179.0,882.714,8339.0,46.0,6.571,337210.946,1230.115,175.731,1660.128,9.158,1.308,0.27,12.0,2.389,557.0,110.888,6.0,1.198,640.0,127.439,12347313.0,5553.0,2476.135,1.114,5178.0,1.038,0.32,3.1,tests performed,11093897.0,4104721.0,4057448.0,3172836.0,397.0,291.0,220.86,81.72,80.78,63.16,58.0,29.0,0.001,11.11,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,5023108.0,4912.8,5.47,13.33,978.039890840492
Europe,Isle of Man,IMN,2023-01-07,38008.0,0.0,0.0,116.0,0.0,0.0,449617.905,0.0,0.0,1372.229,0.0,0.0,,,,,,,,,,,,,,,,,,,189994.0,69560.0,67106.0,53328.0,1.0,4.0,224.75,82.29,79.38,63.08,47.0,0.0,0.0,,147.872,,,,,,,,,,,,81.4,,84534.0,,,,
Europe,Italy,ITA,2023-01-07,25279682.0,135977.0,19425.286,185417.0,775.0,110.714,428197.23,2303.232,329.033,3140.666,13.127,1.875,1.31,319.0,5.403,8035.0,136.1,249.0,4.218,3360.0,56.913,224876148.0,246512.0,3795.998,4.161,193140.0,3.26,0.2053,4.9,tests performed,143447547.0,50866736.0,47975098.0,46114061.0,6046.0,9578.0,242.98,86.16,81.26,78.11,162.0,87.0,0.0,19.21,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,215481.3,12.21,3.58,3649.90729955375
Europe,Jersey,JEY,2023-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266351.0,84344.0,81847.0,73634.0,,16.0,240.4,76.13,73.87,66.46,144.0,1.0,0.001,,,,,,,,,,,,,,,,110796.0,,,,
Europe,Kosovo,OWID_KOS,2023-01-07,272335.0,12.0,7.429,3202.0,0.0,0.0,152815.615,6.734,4.168,1796.742,0.0,0.0,1.52,,,,,,,,,1846365.0,1719.0,1036.053,0.965,214.0,0.12,0.0754,13.3,tests performed,1837142.0,906706.0,824992.0,105444.0,4.0,7.0,103.09,50.88,46.29,5.92,4.0,4.0,0.0,25.04,168.155,,,,9795.834,0.6,,,,,,,,,1782115.0,5548.2,19.75,-14.39,3113.26710116912
Europe,Latvia,LVA,2023-01-07,974529.0,0.0,99.857,6177.0,0.0,2.286,526586.277,0.0,53.958,3337.739,0.0,1.235,0.84,4.0,2.161,294.0,158.863,9.0,4.754,381.0,205.998,7263566.0,2035.0,3876.137,1.086,1888.0,1.008,0.1238,8.1,tests performed,2895716.0,1346184.0,1305976.0,529562.0,77.0,119.0,156.47,72.74,70.57,28.61,64.0,15.0,0.001,0.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,1850654.0,9231.9,11.33,11.36,4988.45273076437
Europe,Liechtenstein,LIE,2023-01-07,21318.0,0.0,6.0,88.0,0.0,0.0,541684.665,0.0,152.458,2236.056,0.0,0.0,0.85,,,,,,,2.0,51.21,90632.0,248.0,2321.576,6.353,220.0,5.635,0.344,2.9,tests performed,74154.0,26763.0,26458.0,21925.0,54.0,0.0,188.42,68.0,67.23,55.71,0.0,0.0,0.0,11.11,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,39355.0,57.4,8.74,-12.37,1458.51861262864
Europe,Lithuania,LTU,2023-01-07,1290888.0,301.0,359.143,9497.0,0.0,2.286,469403.918,109.452,130.595,3453.382,0.0,0.831,1.01,,,141.0,51.272,,,,,8718186.0,136.0,3128.553,0.049,751.0,0.269,0.212,4.7,tests performed,4540741.0,1956479.0,1879935.0,943529.0,228.0,125.0,165.11,71.14,68.36,34.31,45.0,7.0,0.0,11.11,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,2750058.0,21865.1,20.74,3.83,7950.7777654144
Europe,Luxembourg,LUX,2023-01-07,313505.0,0.0,251.286,1195.0,0.0,2.429,484102.094,0.0,388.026,1845.272,0.0,3.75,0.41,2.0,3.088,44.0,67.943,1.0,1.575,49.0,75.623,4299901.0,2293.0,6725.731,3.587,1630.0,2.55,0.376,2.7,tests performed,1371193.0,481903.0,462574.0,455904.0,19.0,11.0,211.73,74.41,71.43,70.4,17.0,0.0,0.0,11.11,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,647601.0,-143.6,-1.1,-12.54,-221.74147353077
Europe,Malta,MLT,2023-01-07,116630.0,37.0,35.143,821.0,1.0,0.857,218697.789,69.38,65.898,1539.491,1.875,1.607,1.36,0.0,0.0,77.0,144.386,1.0,1.938,13.0,25.189,1950858.0,1892.0,3703.589,3.592,1440.0,2.734,0.2334,4.3,tests performed,1377388.0,478576.0,471340.0,461853.0,54.0,66.0,258.28,89.74,88.38,86.6,124.0,3.0,0.001,11.11,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,533293.0,701.2,6.39,8.48,1314.84943548856
Europe,Moldova,MDA,2023-01-07,596914.0,364.0,52.0,11936.0,0.0,0.429,182375.581,111.213,15.888,3646.815,0.0,0.131,0.99,,,,,,,,,,2711.0,,0.886,12754.0,4.166,0.2407,4.2,tests performed,2266205.0,1104450.0,1073914.0,389262.0,1079.0,425.0,69.24,33.74,32.81,11.89,130.0,56.0,0.002,5.56,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,3272993.0,18064.9,18.86,7.24,5519.38241236691
Europe,Monaco,MCO,2023-01-07,15992.0,0.0,6.286,65.0,0.0,0.0,438245.047,0.0,172.254,1781.261,0.0,0.0,0.73,,,,,,,,,,,,,,,,,,65140.0,28875.0,25667.0,10598.0,,158.0,178.51,79.13,70.34,29.04,4330.0,23.0,0.063,11.11,19347.5,,,,,,,5.46,,,,13.8,86.75,,36491.0,171.3,12.91,26.03,4694.30818558
Europe,Montenegro,MNE,2023-01-07,285031.0,0.0,39.286,2791.0,0.0,0.0,454535.452,0.0,62.648,4450.774,0.0,0.0,1.16,,,,,,,,,,,,,,,,,,679171.0,292783.0,284869.0,101519.0,266.0,91.0,108.31,46.69,45.43,16.19,145.0,29.0,0.005,,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,627082.0,3375.2,20.38,-0.35,5382.3901818263
Europe,Netherlands,NLD,2023-01-07,8585496.0,2535.0,773.286,23079.0,0.0,0.0,488811.559,144.329,44.027,1313.993,0.0,0.0,1.22,31.0,1.765,595.0,33.876,28.0,1.594,517.0,29.435,30687346.0,6207.0,1753.393,0.355,4928.0,0.282,0.685,1.5,tests performed,36104942.0,12775557.0,11957652.0,9417108.0,,1974.0,205.56,72.74,68.08,53.62,112.0,64.0,0.0,11.11,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020.0,38405.9,8.35,16.72,2186.62356339836
Europe,North Macedonia,MKD,2023-01-07,345857.0,254.0,36.286,9614.0,0.0,0.0,165196.794,121.322,17.332,4592.077,0.0,0.0,0.27,,,,,,,,,2074132.0,1124.0,986.118,0.534,792.0,0.377,0.0743,13.5,tests performed,1862610.0,854452.0,838048.0,161561.0,3869.0,8.0,88.97,40.81,40.03,7.72,4.0,2.0,0.0,,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,2093606.0,16361.2,28.99,-9.23,7814.84195211516
Europe,Northern Ireland,OWID_NIR,2023-01-04,,,,,,,,,,,,,,1.0,0.527,340.0,179.325,,,129.0,68.038,,,,,,,,,,4470026.0,1429794.0,1359918.0,1046430.0,738.0,331.0,235.76,75.41,71.73,55.19,175.0,4.0,0.0,,,,,,,,,,,,,,,,1896000.0,,,,
Europe,Norway,NOR,2023-01-07,1476206.0,65.0,161.286,4859.0,89.0,27.0,271644.826,11.961,29.679,894.131,16.377,4.968,1.01,,,467.0,85.935,7.0,1.298,81.0,14.839,11154564.0,1943.0,2064.505,0.36,1723.0,0.319,0.322,3.1,people tested,12145560.0,4346995.0,4054726.0,3743839.0,3.0,2914.0,223.5,79.99,74.61,68.89,536.0,19.0,0.0,11.11,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,5434324.0,5257.2,4.42,10.23,967.406433624495
Europe,Poland,POL,2023-01-07,6371116.0,120.0,376.714,118586.0,19.0,10.571,159848.784,3.011,9.452,2975.276,0.477,0.265,1.0,,,3086.0,77.427,,,,,36962382.0,,964.881,,3366.0,0.088,0.0591,16.9,tests performed,57811419.0,22856159.0,22629245.0,15203484.0,356.0,3669.0,145.05,57.35,56.78,38.14,92.0,887.0,0.002,9.26,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,39857144.0,172532.2,14.03,-8.48,4328.76475042968
Europe,Portugal,PRT,2023-01-07,5557941.0,3883.0,554.714,25805.0,91.0,13.0,541137.025,378.06,54.009,2512.449,8.86,1.266,0.48,34.0,3.31,571.0,55.594,,,,,42825431.0,52990.0,4161.808,5.15,48792.0,4.742,0.5063,2.0,tests performed,27762439.0,9770966.0,8884382.0,7016620.0,,26556.0,270.3,95.13,86.5,68.32,2586.0,60.0,0.001,11.11,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857.0,28928.8,8.65,14.1,2816.59067008722
Europe,Romania,ROU,2023-01-07,3312085.0,3605.0,515.0,67408.0,34.0,4.857,168474.465,183.374,26.196,3428.815,1.729,0.247,0.01,96.0,4.883,946.0,48.12,,,,,21260367.0,,1099.946,,75700.0,3.916,0.0565,17.7,tests performed,16827486.0,8185732.0,8114769.0,,1208.0,1208.0,85.6,41.64,41.28,,61.0,6162.0,0.031,11.11,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,19659270.0,118990.7,16.07,-11.7,6052.65098856672
